9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,9258.422028748098,
9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,9432.018352112053,
5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,5982.105222200374,
12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,12510.939500426919,
11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,11192.349637521616,
13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,13869.91047578552,
6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,6388.409609715585,
7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,7371.831825388115,
5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,5332.363182344399,
5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,5499.951020368645,
10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,10239.88187916323,
7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,7946.676679230884,
8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,8713.510061609015,
9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,9077.794989992564,
